District,State,State_Abbreviation,CD#,CD,2018_Cook_PVI_Score,2018_Winner,Party,flipped_seat,Dem_Votes_2018,GOP_Votes_2018,Other_Votes_2018,Dem_2018_Vote_Share,GOP_2018_Vote_Share,Clinton_Vote_Share,Trump_Vote_Share,City_Lab_Congressional_Index,2018_Cook_PVI_Score_intg,2018_Cook_PVI_Index,Pct_white,Pct_black,Pct_latino,Pct_asian_and_pacific_islander,Pct_native_american,Pct_other_race,Percent_bach_degree ,Percent_whiteBA,median_income,Percent_noncollege_white
MN6,Minnesota,MN,6,MN-6,-12,Tom Emmer,R,No,"122,332","192,931",463,38.70,61.10,33.2,58.9,Rural-suburban mix,-12,R+12,93.6,1.6,1.5,1.8,0.4,1.1,29.5,29.7,77049,65.8
MN7,Minnesota,MN,7,MN-7,-12,Collin Peterson,D,No,"146,672","134,668",169,52.10,47.80,31,61.8,Pure rural,-12,R+12,93.4,0.6,2.2,0.5,2.3,1,21.8,22.5,52620,72.4
MN8,Minnesota,MN,8,MN-8,-4,Pete Stauber,R,Yes (to Republicans),"141,950","159,364","12,897",45.20,50.70,38.6,54.2,Pure rural,-4,R+4,94,0.9,1.1,0.5,2.2,1.3,23,23.5,53676,71.9
MO1,Missouri,MO,1,MO-1,29,Lacy Clay,D,No,"219,781","45,867","8,727",80.10,16.70,77,18.8,Dense suburban,29,D+29,46.8,47.8,1.8,1.7,0.2,1.8,31.8,43.4,45172,26.4
MO2,Missouri,MO,2,MO-2,-8,Ann Wagner,R,No,"177,611","192,477","5,978",47.20,51.20,42.3,52.6,Dense suburban,-8,R+8,91.1,3.6,1.6,2.6,0.1,0.9,49.2,49,79724,46.4
MO3,Missouri,MO,3,MO-3,-18,Blaine Luetkemeyer,R,No,"106,589","211,243","6,776",32.80,65.10,28.1,67.1,Rural-suburban mix,-18,R+18,93.5,3.1,1.5,0.6,0.3,1.1,26.4,26.3,61929,68.9
MO4,Missouri,MO,4,MO-4,-17,Vicky Hartzler,R,No,"95,968","190,138","7,210",32.70,64.80,29.3,65.3,Pure rural,-17,R+17,90,4.6,2.4,0.8,0.4,1.8,23.9,23.8,48065,68.5
MO5,Missouri,MO,5,MO-5,7,Emanuel Cleaver,D,No,"175,019","101,069","7,697",61.70,35.60,54.1,40.6,Dense suburban,7,D+7,70.7,21,4.9,1.4,0.4,1.6,28.2,32.5,48693,47.6
MO6,Missouri,MO,6,MO-6,-16,Sam Graves,R,No,"97,660","199,796","7,953",32.00,65.40,31.7,63.1,Rural-suburban mix,-16,R+16,91,3.8,2.7,0.9,0.3,1.3,28.6,29,58532,64.5
MO7,Missouri,MO,7,MO-7,-23,Billy Long,R,No,"89,190","196,343","10,922",30.10,66.20,24.7,70.4,Rural-suburban mix,-23,R+23,92.5,1.7,2.4,0.9,0.9,1.7,23.2,23.8,44619,70.5
MO8,Missouri,MO,8,MO-8,-24,Jason Smith,R,No,"66,151","194,042","4,206",25.00,73.40,21,75.4,Pure rural,-24,R+24,92.6,4.3,1.2,0.2,0.5,1.2,15,15.3,40639,78.4
MS1,Mississippi,MS,1,MS-1,-16,Trent Kelly,R,No,"76,601","158,245","1,675",32.40,66.90,32.4,65.4,Pure rural,-16,R+16,70.9,26.5,1.5,0.5,0.1,0.5,20.7,22.7,43194,54.8
MS2,Mississippi,MS,2,MS-2,14,Bennie Thompson,D,No,"158,921",0,"62,458",71.80,0.00,63.6,35.1,Pure rural,14,D+14,34.2,63.5,1.2,0.4,0.3,0.4,19.3,25,34392,25.7
MS3,Mississippi,MS,3,MS-3,-13,Michael Guest,R,No,"94,461","160,284","2,526",36.70,62.30,36.8,61.3,Pure rural,-13,R+13,63,34,1.1,0.6,0.8,0.5,25.9,31.5,45115,43.1
MS4,Mississippi,MS,4,MS-4,-21,St0 Palazzo,R,No,"68,787","152,633","2,312",30.70,68.20,28.2,69.4,Rural-suburban mix,-21,R+21,73,22.3,2.3,1.1,0.3,1,21.1,23.5,45192,55.8
MTAL,Montana,MT,AL,MT-AL,-11,Greg Gianforte,R,No,"233,284","256,661","14,476",46.20,50.90,35.9,56.5,Pure rural,-11,R+11,89.5,0.4,2.6,0.6,5.4,1.7,31,31.9,50027,60.9
NC1,North Carolina,NC,1,NC-1,17,G.K. Butterfield,D,No,"190,457","82,218",0,69.80,30.20,67.5,30.5,Rural-suburban mix,17,D+17,47.8,46.1,2.6,1.3,0.7,1.4,27.7,37.7,40895,29.7
NC2,North Carolina,NC,2,NC-2,-7,George Holding,R,No,"151,977","170,072","9,655",45.80,51.30,43.6,53.2,Rural-suburban mix,-7,R+7,72.2,20.5,4.1,1.4,0.5,1.3,36.2,40.5,65792,42.9
NC3,North Carolina,NC,3,NC-3,-12,Walter Jones,R,No,0,"187,901",0,0.00,100.00,36.9,60.5,Pure rural,-12,R+12,72.2,20.6,4.3,1,0.4,1.6,22.8,25.9,47565,53.4
NC4,North Carolina,NC,4,NC-4,17,David Price,D,No,"247,067","82,052","12,284",72.40,24.00,68.2,28.2,Sparse suburban,17,D+17,66,23.3,3.9,4.9,0.4,1.6,54.5,63.9,70587,23.8
NC5,North Carolina,NC,5,NC-5,-10,Virginia Foxx,R,No,"120,468","159,917",0,43.00,57.00,39.8,57.4,Rural-suburban mix,-10,R+10,80.3,14.4,3.1,0.9,0.3,0.9,26.3,27.7,45001,58
NC6,North Carolina,NC,6,NC-6,-9,Mark Walker,R,No,"123,651","160,709",0,43.50,56.50,41.4,56.1,Rural-suburban mix,-9,R+9,73.8,20.6,3.1,1,0.4,1.1,24.6,28.3,47335,52.8
NC7,North Carolina,NC,7,NC-7,-9,David Rouzer,R,No,"120,838","156,809","4,665",42.80,55.50,39.9,57.6,Pure rural,-9,R+9,74.7,20,2.8,0.6,0.7,1.2,24.9,29.7,45002,52.4
NC8,North Carolina,NC,8,NC-8,-8,Richard Hudson,R,No,"114,119","141,402",0,44.70,55.30,41.1,56.1,Pure rural,-8,R+8,67.6,22.6,5.4,1.5,1,1.8,26.5,29.5,50570,47.6
NC9,North Carolina,NC,9,NC-9,-8,Undecided,R,No,"138,341","139,246","5,130",48.90,49.30,42.8,54.4,Sparse suburban,-8,R+8,65.7,20,3.1,1.7,8.3,1.3,33.8,41.5,55913,38.4
NC10,North Carolina,NC,10,NC-10,-12,Patrick McHenry,R,No,"113,259","164,969",0,40.70,59.30,36.4,61,Rural-suburban mix,-12,R+12,83.5,11.7,2.4,1.1,0.3,0.9,24.6,26.5,46508,61.3
NC11,North Carolina,NC,11,NC-11,-14,Mark Meadows,R,No,"116,508","178,012","6,146",38.70,59.20,34,63.2,Pure rural,-14,R+14,91.6,3.1,2,0.9,1.3,1,24,25.2,43855,68.5
NC12,North Carolina,NC,12,NC-12,18,Alma Adams,D,No,"203,974","75,164",0,73.10,26.90,68.4,28.4,Sparse suburban,18,D+18,49.7,39.4,5.6,3.1,0.3,2,39.8,52.3,59268,23.7
NC13,North Carolina,NC,13,NC-13,-6,Ted Budd,R,No,"130,402","147,570","8,344",45.50,51.50,44,53.4,Rural-suburban mix,-6,R+6,72.1,21.9,2.7,1.9,0.4,1.1,27,29.6,47440,50.7
NDAL,North Dakota,ND,AL,ND-AL,-16,Kelly Armstrong,R,No,"114,377","193,568","13,587",35.60,60.20,27.7,64.1,Rural-suburban mix,-16,R+16,90.1,1.4,2.2,0.6,4.3,1.4,29.6,31,60656,62.1
NE1,Nebraska,NE,1,NE-1,-11,Jeff Fortenberry,R,No,"93,069","141,712",0,39.60,60.40,36.2,57.5,Rural-suburban mix,-11,R+11,89.7,2.5,4.2,1.5,0.9,1.2,32.5,33.9,58537,59.3
NE2,Nebraska,NE,2,NE-2,-4,Don Bacon,R,No,"121,770","126,715",0,49.00,51.00,46,48.2,Dense suburban,-4,R+4,82.4,9.1,5.1,1.5,0.4,1.4,39.2,43.7,62621,46.4
NE3,Nebraska,NE,3,NE-3,-27,Adrian Smith,R,No,"49,654","163,650",0,23.30,76.70,20,74.9,Pure rural,-27,R+27,91.2,0.8,6,0.5,0.6,0.9,22.2,23.9,50985,69.4
NH1,New Hampshire,NH,1,NH-1,-2,Chris Pappas,D,No,"155,891","131,015","4,160",53.60,45.00,46.6,48.2,Rural-suburban mix,-2,R+2,94.4,0.9,2.2,1.3,0.1,1.1,37.2,37.4,71277,59
NH2,New Hampshire,NH,2,NH-2,2,Annie Kuster,D,No,"154,378","118,670","6,357",55.30,42.50,48.6,46.2,Pure rural,2,D+2,94.4,0.9,2.2,1.3,0.2,1.1,35.9,35.6,70524,60.7
NJ1,New Jersey,NJ,1,NJ-1,13,Donald Norcross,D,No,"169,628","87,617","6,173",64.40,33.30,60.6,36.1,Dense suburban,13,D+13,69.6,16.3,9.1,3.8,0.1,1.2,30.4,33.4,68208,46.3
NJ2,New Jersey,NJ,2,NJ-2,-1,Jeff Van Drew,D,Yes (to Democrats),"136,685","116,866","4,812",52.90,45.20,46,50.6,Rural-suburban mix,-1,R+1,73.4,12.1,9.9,3,0.2,1.3,25.8,30.3,60756,51.1
NJ3,New Jersey,NJ,3,NJ-3,-2,Andy Kim,D,Yes (to Democrats),"153,473","149,500","3,902",50.00,48.70,45.2,51.4,Sparse suburban,-2,R+2,80.2,9.9,5.4,2.8,0.1,1.6,33.9,34.2,74537,52.7
NJ4,New Jersey,NJ,4,NJ-4,-8,Chris Smith,R,No,"126,766","163,065","4,517",43.10,55.40,41,55.8,Sparse suburban,-8,R+8,83.6,6.2,5.9,3.4,0,0.9,39.6,42.1,78511,48.4
NJ5,New Jersey,NJ,5,NJ-5,-3,Josh Gottheimer,D,No,"169,546","128,255","4,022",56.20,42.50,47.7,48.8,Dense suburban,-3,R+3,76.7,4.7,10.2,7.5,0.1,0.7,47.7,48.1,100219,39.7
NJ6,New Jersey,NJ,6,NJ-6,9,Frank Pallone,D,No,"140,752","80,443",0,63.60,36.40,56.2,40.6,Dense suburban,9,D+9,60.1,10.4,14.4,14,0.1,0.9,38.9,37.3,79229,37.6
NJ7,New Jersey,NJ,7,NJ-7,-3,Tom Malinowski,D,Yes (to Democrats),"166,985","150,785","4,972",51.70,46.70,48.6,47.5,Sparse suburban,-3,R+3,79.2,4.7,8.1,7.2,0,0.8,51.3,53.1,106896,37.1
NJ8,New Jersey,NJ,8,NJ-8,27,Albio Sires,D,No,"119,881","28,725","4,849",78.10,18.70,75.7,21.5,Pure urban,27,D+27,35,10.6,46.5,6.5,0.2,1.1,33.1,50.9,57391,16.9
NJ9,New Jersey,NJ,9,NJ-9,16,Bill Pascrell,D,No,"140,832","57,854","1,730",70.30,28.90,64.3,33.1,Pure urban,16,D+16,48.2,11,29.3,10.4,0.2,1,33.6,41,64964,28.3
NJ10,New Jersey,NJ,10,NJ-10,36,Donald Payne Jr.,D,No,"175,253","20,191","4,715",87.60,10.10,85.2,12.8,Pure urban,36,D+36,23.8,54.3,15,5.5,0.1,1.2,28.3,48.5,50100,12.1
NJ11,New Jersey,NJ,11,NJ-11,-3,Mikie Sherrill,D,Yes (to Democrats),"183,684","136,322","3,568",56.80,42.10,47.9,48.8,Sparse suburban,-3,R+3,80.1,3.6,7.8,7.5,0.1,0.9,54.4,55,108260,36
NJ12,New Jersey,NJ,12,NJ-12,16,Bonnie Watson Coleman,D,No,"173,334","79,041",0,68.70,31.30,65,31.8,Dense suburban,16,D+16,58.3,18.4,10.3,11.9,0.1,1,45.5,49.1,85744,29.6
NM1,New Mexico,NM,1,NM-1,7,Deb Haaland,D,No,"147,336","90,507","11,319",59.10,36.30,51.6,35.1,Dense suburban,7,D+7,48.3,2.5,41.9,1.9,3.9,1.5,32.9,46.6,49570,25.6
NM2,New Mexico,NM,2,NM-2,-6,Xochitl Torres Small,D,Yes (to Democrats),"101,489","97,767",0,50.90,49.10,39.9,50.1,Rural-suburban mix,-6,R+6,46.1,1.8,45.2,0.6,5.3,1,21,30.5,41797,31.9
NM3,New Mexico,NM,3,NM-3,8,Ben R. Lujan,D,No,"155,201","76,427","13,265",63.40,31.20,51.8,36.7,Pure rural,8,D+8,43.7,1.4,35.9,0.9,16.9,1.2,27.2,42.7,49210,24.9
NV1,Nevada,NV,1,NV-1,15,Dina Titus,D,No,"100,707","46,978","4,516",66.20,30.90,61.6,32.6,Urban-suburban mix,15,D+15,48,12.5,27.3,9.1,0.5,2.5,15.2,19.6,38000,38.5
NV2,Nevada,NV,2,NV-2,-7,Mark Amodei,R,No,"120,102","167,435",0,41.80,58.20,39.7,52,Rural-suburban mix,-7,R+7,77.3,1.9,13,3.8,2.1,1.9,25.5,28.9,58214,54.9
NV3,Nevada,NV,3,NV-3,-2,Susie Lee,D,No,"148,501","122,566","15,101",51.90,42.80,46.5,47.5,Urban-suburban mix,-2,R+2,64.3,6.7,13.1,12.4,0.4,3,31.5,32.9,68396,43.1
NV4,Nevada,NV,4,NV-4,3,Stu Horsford,D,No,"121,962","102,748","10,158",51.90,43.70,49.5,44.6,Urban-suburban mix,3,D+3,56.9,15.3,18.1,5.9,0.9,2.9,20.4,24.6,55712,42.8
NY1,New York,NY,1,NY-1,-5,Lee Zeldin,R,No,"127,991","139,027","2,988",47.40,51.50,42.2,54.5,Sparse suburban,-5,R+5,82.9,4.5,8.8,2.8,0.2,0.8,34.1,36.2,90435,52.8
NY2,New York,NY,2,NY-2,-3,Peter King,R,No,"113,074","128,058",0,46.90,53.10,43.9,53,Dense suburban,-3,R+3,72.5,9.2,14.6,2.6,0.1,1,31.2,35.4,93362,46.7
NY3,New York,NY,3,NY-3,1,Tom Suozzi,D,No,"157,456","109,514",0,59.00,41.00,51.6,45.5,Dense suburban,1,D+1,76.8,2.9,7.3,12.1,0.1,0.8,51.6,53.3,111504,35.8
NY4,New York,NY,4,NY-4,4,Kathleen Rice,D,No,"159,535","100,571",0,61.30,38.70,53.4,43.8,Urban-suburban mix,4,D+4,66.6,14.4,12.4,5.6,0.1,0.9,42.5,48.9,100178,33.9
NY5,New York,NY,5,NY-5,37,Gregory Meeks,D,No,"160,500",0,0,100.00,0.00,85.7,12.7,Pure urban,37,D+37,14.3,53.2,16.3,13.9,0.4,1.8,25.5,36.9,66529,8.4
NY6,New York,NY,6,NY-6,16,Grace Meng,D,No,"111,646",0,"11,209",90.90,0.00,65.1,32.1,Pure urban,16,D+16,44.5,4.4,17.9,31.7,0.2,1.4,35.9,43.1,61956,25.2
NY7,New York,NY,7,NY-7,38,Nydia Velazquez,D,No,"146,687",0,"10,410",93.40,0.00,86.9,10.4,Pure urban,38,D+38,35.4,9.9,37.2,16.1,0.2,1.3,33.7,62.4,55207,13.2
NY8,New York,NY,8,NY-8,36,Hakeem Jeffries,D,No,"180,376",0,"11,028",94.20,0.00,84.6,13.5,Pure urban,36,D+36,26.9,52.5,15,4.3,0.2,1.2,33.7,54.9,51634,12.1
NY9,New York,NY,9,NY-9,34,Yvette Clarke,D,No,"181,455","20,901",779,89.30,10.30,83.5,14.4,Pure urban,34,D+34,35.2,47.7,9.8,5.8,0.2,1.2,37.5,62,54895,13.3
NY10,New York,NY,10,NY-10,26,Jerrold Nadler,D,No,"173,095","37,619",0,82.10,17.90,78.3,18.8,Pure urban,26,D+26,69,4.2,10.7,14.7,0.2,1.3,60.3,71.1,85756,19.8
NY11,New York,NY,11,NY-11,-3,Max Rose,D,Yes (to Democrats),"101,823","89,441",774,53.00,46.60,43.8,53.6,Pure urban,-3,R+3,68.1,6.7,12.9,11.2,0.1,1,34.4,37.8,71072,42.3
NY12,New York,NY,12,NY-12,31,Carolyn Maloney,D,No,"217,430","30,446","3,726",86.40,12.10,83.3,13.5,Pure urban,31,D+31,71.1,4.6,11.9,10.5,0.1,1.7,72.2,80.3,100281,14
NY13,New York,NY,13,NY-13,43,Adriano Espaillat,D,No,"180,035","10,268",0,94.60,5.40,92.3,5.4,Pure urban,43,D+43,17.4,29.4,47.5,4,0.2,1.6,31,71.7,41103,4.9
NY14,New York,NY,14,NY-14,29,Alexandria Ocasio-Cortez,D,No,"110,318","19,202","11,604",78.20,13.60,77.7,19.8,Pure urban,29,D+29,31.8,12.4,39.9,14.6,0.2,1.1,25.6,39.5,53512,19.1
NY15,New York,NY,15,NY-15,44,Jose E. Serrano,D,No,"124,469","5,205",0,96.00,4.00,93.8,4.9,Pure urban,44,D+44,3.5,31.7,61.9,1.8,0.3,0.7,12.4,27.7,29234,2.5
NY16,New York,NY,16,NY-16,24,Eliot Engel,D,No,"182,044",0,0,100.00,0.00,75.1,22.5,Pure urban,24,D+24,43.1,31.2,20,4.4,0.2,1,40.6,57.5,69086,18.2
NY17,New York,NY,17,NY-17,7,Nita Lowey,D,No,"170,168",0,"23,150",88.00,0.00,58.6,38.4,Sparse suburban,7,D+7,69.8,10.3,13.4,5.2,0.1,1.1,44.5,52.2,94451,33.3
NY18,New York,NY,18,NY-18,-1,Sean Patrick Maloney,D,No,"139,564","112,035",0,55.50,44.50,47.1,49,Rural-suburban mix,-1,R+1,75.5,8.7,11.9,2.4,0.2,1.3,35.7,39.1,80493,45.8
NY19,New York,NY,19,NY-19,-2,Antonio Delgado,D,Yes (to Democrats),"147,873","132,873","7,148",51.40,46.20,44,50.8,Pure rural,-2,R+2,88.8,3.8,5,1.1,0.1,1.2,29.2,30.1,59619,62
NY20,New York,NY,20,NY-20,7,Paul Tonko,D,No,"176,811","89,058",0,66.50,33.50,54,40.5,Sparse suburban,7,D+7,82.9,8.2,4.6,2.7,0.1,1.4,38.7,41.1,64226,48.7
NY21,New York,NY,21,NY-21,-4,Elise Stefanik,R,No,"99,791","131,981","3,437",42.40,56.10,40,53.9,Pure rural,-4,R+4,91.9,3.1,2.7,0.6,0.8,1,23.2,23.6,52350,70.1
NY22,New York,NY,22,NY-22,-6,Anthony Brindisi,D,Yes (to Democrats),"127,715","123,242",0,50.90,49.10,39.3,54.8,Rural-suburban mix,-6,R+6,91.3,3.3,2.7,1.4,0.2,1,26,26.5,52967,67
NY23,New York,NY,23,NY-23,-6,Tom Reed,R,No,"109,932","130,323",0,45.80,54.20,39.7,54.5,Pure rural,-6,R+6,91.6,2.8,2.9,1.2,0.5,1.1,26.1,25.7,48730,68
NY24,New York,NY,24,NY-24,3,John Katko,R,No,"123,226","136,920",0,47.40,52.60,48.9,45.3,Rural-suburban mix,3,D+3,86.8,7,3.1,1.3,0.5,1.3,30.3,31.4,56388,59.5
NY25,New York,NY,25,NY-25,8,Joe Morelle,D,No,"159,244","110,736",0,59.00,41.00,55.5,39.1,Sparse suburban,8,D+8,76.4,13.5,6.5,2.1,0.2,1.3,37.3,42.9,53723,43.5
NY26,New York,NY,26,NY-26,11,Brian Higgins,D,No,"169,166","61,488",5,73.30,26.70,57.6,38,Urban-suburban mix,11,D+11,75.5,16.5,4.7,1.7,0.3,1.2,30.8,34.1,47358,49.7
NY27,New York,NY,27,NY-27,-11,Chris Collins,R,No,"139,059","140,146","5,973",48.80,49.10,35.2,59.7,Pure rural,-11,R+11,93.6,2.5,1.9,0.8,0.6,0.7,30.7,31,62698,64.5
OH1,Ohio,OH,1,OH-1,-5,Steve Chabot,R,No,"141,118","154,409","5,344",46.90,51.30,44.6,51.2,Sparse suburban,-5,R+5,74.5,20.7,1.4,1.8,0.1,1.3,33.8,37.8,55712,46.3
OH2,Ohio,OH,2,OH-2,-9,Brad Wenstrup,R,No,"119,333","166,714","3,614",41.20,57.60,39.7,55.8,Rural-suburban mix,-9,R+9,88.2,8.2,1.2,0.8,0.2,1.4,32.3,33.1,55472,59
OH3,Ohio,OH,3,OH-3,19,Joyce Beatty,D,No,"181,575","65,040",62,73.60,26.40,67,28.6,Dense suburban,19,D+19,62,30.3,2.7,2,0.2,2.8,27.8,33.1,45860,41.4
OH4,Ohio,OH,4,OH-4,-14,Jim Jordan,R,No,"89,412","167,993",0,34.70,65.30,30.7,64.3,Rural-suburban mix,-14,R+14,90.4,5.1,2.5,0.5,0.2,1.2,17.9,18.1,52632,74
OH5,Ohio,OH,5,OH-5,-11,Bob Latta,R,No,"99,655","176,569","7,393",35.10,62.30,34.6,59.7,Rural-suburban mix,-11,R+11,91.7,2.8,3.7,0.9,0.1,0.8,26.2,26.1,57171,67.8
OH6,Ohio,OH,6,OH-6,-16,Bill Johnson,R,No,"76,716","172,774",0,30.70,69.30,26.7,69.3,Pure rural,-16,R+16,95.5,2.3,0.7,0.3,0.2,1,15.9,16.1,46839,80.1
OH7,Ohio,OH,7,OH-7,-12,Bob Gibbs,R,No,"107,536","153,117",0,41.30,58.70,32.8,62.5,Rural-suburban mix,-12,R+12,93.2,3.7,1.3,0.4,0.1,1.2,20.9,21.1,53374,73.5
OH8,Ohio,OH,8,OH-8,-17,Warren Davidson,R,No,"87,281","173,852",0,33.40,66.60,30.6,65.1,Rural-suburban mix,-17,R+17,90.3,5.5,1.6,1.1,0.1,1.4,23.8,24.1,58213,68.5
OH9,Ohio,OH,9,OH-9,14,Marcy Kaptur,D,No,"157,219","74,670",48,67.80,32.20,58.7,36.5,Dense suburban,14,D+14,74.3,14.7,8.3,0.9,0.2,1.6,21.6,24.6,41417,56
OH10,Ohio,OH,10,OH-10,-4,Mike Turner,R,No,"118,785","157,554","5,387",42.20,55.90,44,51.3,Sparse suburban,-4,R+4,78.8,16.4,1.7,1.4,0.1,1.5,27.9,29.3,49988,55.6
OH11,Ohio,OH,11,OH-11,32,Marcia Fudge,D,No,"206,138","44,486",36,82.20,17.70,80.5,17,Urban-suburban mix,32,D+32,41.6,52,3.2,1.5,0.2,1.5,26.8,41.1,35735,24.4
OH12,Ohio,OH,12,OH-12,-7,Troy Balderson,R,No,"161,251","175,677","4,719",47.20,51.40,41.9,53.2,Sparse suburban,-7,R+7,90.1,4.4,1.7,2,0.1,1.7,41,39.9,67415,54.1
OH13,Ohio,OH,13,OH-13,7,Tim Ryan,D,No,"153,323","98,047",0,61.00,39.00,51.1,44.6,Sparse suburban,7,D+7,85,10.7,2.2,0.6,0.2,1.3,23.7,24.8,42430,63.9
OH14,Ohio,OH,14,OH-14,-5,David Joyce,R,No,"137,549","169,809",0,44.80,55.20,42.1,53.6,Sparse suburban,-5,R+5,92,4.2,1.6,1.3,0.1,0.9,34.1,33.9,63362,60.8
OH15,Ohio,OH,15,OH-15,-7,Steve Stivers,R,No,"116,112","170,593","5,738",39.70,58.30,39.9,55.3,Rural-suburban mix,-7,R+7,92,3.8,1.3,1.4,0.1,1.4,31.4,30.8,61514,63.6
OH16,Ohio,OH,16,OH-16,-8,Anthony Gonzalez,R,No,"129,681","170,029",0,43.30,56.70,39.5,56.2,Sparse suburban,-8,R+8,94,2,1.6,1.4,0.1,0.8,33.3,33,64197,62.9
OK1,Oklahoma,OK,1,OK-1,-17,Kevin Hern,R,No,"103,042","150,129",0,40.70,59.30,32.7,61.4,Sparse suburban,-17,R+17,74,8.4,4.5,1.6,5.2,6.2,30.2,34,52319,48.8
OK2,Oklahoma,OK,2,OK-2,-24,Markwayne Mullin,R,No,"65,021","140,451","10,530",30.10,65.00,22.8,72.9,Pure rural,-24,R+24,70.2,3.5,2.6,0.5,14.9,8.2,17,17.8,40770,57.7
OK3,Oklahoma,OK,3,OK-3,-27,Frank Lucas,R,No,"61,152","172,913",0,26.10,73.90,20.9,73.6,Pure rural,-27,R+27,80.6,3.8,5.3,1,5.3,4,22.9,24.5,47724,60.8
OK4,Oklahoma,OK,4,OK-4,-20,Tom Cole,R,No,"78,088","149,227","9,323",33.00,63.10,28.3,65.7,Rural-suburban mix,-20,R+20,76.5,6.5,5.6,1.7,4.5,5.1,25.5,26.7,55183,56
OK5,Oklahoma,OK,5,OK-5,-10,Kendra Horn,D,Yes (to Democrats),"121,149","117,811",0,50.70,49.30,39.8,53.2,Dense suburban,-10,R+10,68.8,13.9,6.5,2.2,4.3,4.3,30.1,35,49616,44.7
OR1,Oregon,OR,1,OR-1,9,Suzanne Bonamici,D,No,"231,198","116,446","15,605",63.60,32.10,57.3,34.5,Dense suburban,9,D+9,82.5,1.6,7.1,5.6,0.5,2.8,41.1,43.3,72097,46.7
OR2,Oregon,OR,2,OR-2,-11,Greg Walden,R,No,"145,298","207,597","15,814",39.40,56.30,36.4,56.5,Rural-suburban mix,-11,R+11,87.7,0.6,7,0.9,1.6,2.3,23.8,25.8,49837,65
OR3,Oregon,OR,3,OR-3,24,Earl Blumenauer,D,No,"279,019","76,187","29,120",72.60,19.80,70.7,22.5,Urban-suburban mix,24,D+24,80.3,4.6,5.7,5.8,0.6,3.1,41.2,45.4,63231,43.7
OR4,Oregon,OR,4,OR-4,0,Peter DeFazio,D,No,"208,710","152,414","11,769",56.00,40.90,46.1,46,Rural-suburban mix,0,EVEN,89.5,0.7,4.3,1.6,1.1,2.8,26.7,26.9,46749,65.3
OR5,Oregon,OR,5,OR-5,0,Kurt Schrader,D,No,"197,187","149,887","11,395",55.00,41.80,48.3,44.1,Dense suburban,0,EVEN,85.3,0.9,8,2.5,0.8,2.5,30,32.4,60395,57.6
PA1,Pennsylvania,PA,1,PA-1,-1,Brian Fitzpatrick,R,No,"160,745","169,053",0,48.70,51.30,49.1,47.1,Sparse suburban,-1,R+1,47.3,33.2,13,5.1,0.2,1.2,27.4,39.1,45025,28.7
PA2,Pennsylvania,PA,2,PA-2,25,Brendan Boyle,D,No,"159,600","42,382",0,79.00,21.00,72.9,24.9,Pure urban,25,D+25,32.8,56.9,4.8,3.5,0.2,1.8,36.7,68.8,41320,10.2
